SMILES,Is_Starter,SourceDirectories
*C(=O)[C@H](C)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21,False,BasidalinOnly_gen1
*C(=O)[C@H](C)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O,False,BasidalinOnly_gen1
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,False,BasidalinOnly_gen1
C#[O+],False,BasidalinOnly_gen1
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,False,BasidalinOnly_gen1
F,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C/C=O,False,BasidalinOnly_gen1
C=C1OC(=O)C(C=O)=C1N,False,BasidalinOnly_gen1
O=C1C=C2N=CC=C2O1,False,BasidalinOnly_gen1
O=C/C=c1/oc2cc1n2,False,BasidalinOnly_gen1
NC1=CC(=O)OC1=C=C=O,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C/CO,False,BasidalinOnly_gen1
NC1=CC(=O)OC1CC=O,False,BasidalinOnly_gen1
C/C(C=O)=C1\OC(=O)C=C1N,False,BasidalinOnly_gen1
CC(=O)/C=C1/OC(=O)C=C1N,False,BasidalinOnly_gen1
CC(=O)NC1=CC(=O)O/C1=C/C=O,False,BasidalinOnly_gen1
N#CC(O)/C=C1/OC(=O)C=C1N,False,BasidalinOnly_gen1
NC1=CC(=O)OC1(N)CC=O,False,BasidalinOnly_gen1
NC/C=C1/OC(=O)C=C1N,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C(\O)C=O,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C/C(=O)O,False,BasidalinOnly_gen1
NC1=CC(=O)OC12OC2C=O,False,BasidalinOnly_gen1
NC1=CC(=O)OC1=COC=O,False,BasidalinOnly_gen1
NC1=CC(=O)OC1(O)CC=O,False,BasidalinOnly_gen1
NC1=CC(O)O/C1=C/C(=O)O,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C(\O)CO,False,BasidalinOnly_gen1
NC1=CC(O)O/C1=C(\O)C=O,False,BasidalinOnly_gen1
NC(=CC(=O)O)C(=O)CC=O,False,BasidalinOnly_gen1
C=C1OC(=O)C=C1N,False,BasidalinOnly_gen1
NC1=C(C=O)C(=O)O/C1=C/C=O,False,BasidalinOnly_gen1
NC1=CC(=O)OC1=C(C=O)C=O,False,BasidalinOnly_gen1
NC1=CC(=O)O/C1=C/C(=O)C=O,False,BasidalinOnly_gen1
